spkitemid,sc1,%MISSPELLED,AVG_WLEN,LOGTYPES,LOGWORDS
4358.0,4.0,0.0165094339622641,4.3066037735849045,2.24551266781415,2.657055852857104
3292.0,4.0,0.0015503875968992,4.3968992248062015,2.3502480183341627,2.8549130223078567
3545.0,4.0,0.0278745644599303,4.024390243902439,2.3242824552976926,2.8394780473741985
3713.0,4.0,0.002053388090349,4.37782340862423,2.285557309007774,2.7442929831226763
3179.0,4.0,0.0263157894736842,4.071052631578946,2.1958996524092336,2.6263403673750423
4675.0,2.0,0.087431693989071,4.26775956284153,1.9294189257142929,2.2900346113625183
4174.0,4.0,0.0422125181950509,4.208151382823872,2.342422680822206,2.8609366207000937
3149.0,3.0,0.0095693779904306,4.114832535885167,2.247973266361807,2.6541765418779604
3855.0,3.0,0.0875912408759124,4.4635036496350375,2.0755469613925306,2.4487063199050803
3582.0,3.0,0.1052631578947368,4.391812865497076,2.012837224705172,2.2380461031287955
3788.0,4.0,0.0025706940874035,4.5347043701799485,2.113943352306837,2.6304278750250236
3205.0,3.0,0.0514469453376205,4.337620578778135,2.214843848047698,2.530199698203082
3728.0,4.0,0.01,4.4,2.303196057420489,2.6344772701607315
3584.0,4.0,0.0044247787610619,4.504424778761061,2.0569048513364727,2.4199557484897585
3011.0,4.0,0.0183246073298429,3.976439790575916,2.214843848047698,2.6551384348113816
3501.0,4.0,0.027027027027027,4.2997542997543,2.2741578492636805,2.663700925389648
3988.0,4.0,0.0,4.4369973190348535,2.161368002234976,2.62940959910272
4328.0,3.0,0.0115273775216138,4.236311239193085,2.1003705451175634,2.583198773968623
3774.0,3.0,0.0481927710843373,4.385542168674698,2.093421685162235,2.562292864456474
4715.0,4.0,0.0078740157480314,4.557086614173229,2.3654879848909,2.7520484478194387
3168.0,4.0,0.0065573770491803,4.3213114754098365,2.214843848047698,2.5477747053878224
3242.0,4.0,0.0207253886010362,4.170984455958549,2.230448921378274,2.6384892569546365
3186.0,2.0,0.0288461538461538,3.8621794871794872,1.9867717342662448,2.514547752660286
3824.0,4.0,0.0155642023346303,4.13035019455253,2.292256071356476,2.773786444981193
4770.0,5.0,0.0172839506172839,4.3160493827160495,2.2329961103921536,2.64738297011462
3655.0,3.0,0.0387323943661971,4.264084507042254,2.143014800254095,2.4800069429571505
4288.0,3.0,0.0167224080267558,4.240802675585283,2.103803720955957,2.5185139398778875
3974.0,2.0,0.0612244897959183,4.183673469387755,1.5910646070264989,1.7481880270062005
4546.0,5.0,0.0023980815347721,4.815347721822542,2.342422680822206,2.66838591669
3518.0,4.0,0.0401069518716577,4.422459893048129,2.201397124320452,2.6106601630898796
4541.0,5.0,0.0045112781954887,4.3503759398496245,2.413299764081252,2.8830933585756897
4397.0,3.0,0.0343915343915343,4.243386243386244,2.201397124320452,2.6180480967120925
4214.0,4.0,0.022271714922049,4.556792873051224,2.2095150145426308,2.702430536445525
3115.0,4.0,0.0025380710659898,4.213197969543147,2.127104798364808,2.6232492903979003
4649.0,4.0,0.005524861878453,4.082872928176797,2.3364597338485296,2.7846172926328747
4459.0,5.0,0.0,4.367588932806324,2.3242824552976926,2.7528164311882715
4325.0,3.0,0.0049261083743842,3.7766830870279136,2.2833012287035497,2.8215135284047728
4524.0,3.0,0.0689655172413793,4.197492163009405,2.167317334748176,2.5514499979728757
4082.0,4.0,0.018735362997658,4.353629976580796,2.184691430817599,2.658964842664435
3650.0,4.0,0.0053908355795148,4.60377358490566,2.247973266361807,2.6190933306267428
3636.0,4.0,0.0204081632653061,3.829931972789117,2.187520720836463,2.801403710017355
3998.0,4.0,0.0188679245283018,4.248427672955975,2.204119982655925,2.54282542695918
3350.0,3.0,0.0134228187919463,3.7516778523489935,2.130333768495006,2.5118833609788744
3335.0,4.0,0.0174825174825174,4.244755244755245,2.0755469613925306,2.4955443375464483
4636.0,3.0,0.0,4.0777777777777775,2.012837224705172,2.4742162640762557
4758.0,4.0,0.018970189701897,4.4525745257452565,2.2430380486862944,2.625312450961674
3087.0,2.0,0.0130718954248366,4.562091503267974,1.9912260756924949,2.24551266781415
4306.0,3.0,0.0524344569288389,4.220973782771536,2.296665190261531,2.7589118923979736
4485.0,3.0,0.0333333333333333,3.97,2.298853076409708,2.8247764624755467
