spkitemid,sc1,%MISSPELLED,AVG_WLEN,LOGTYPES,LOGWORDS
4358.0,4.0,0.39293554004558184,0.14190736567935147,0.4730899745993455,0.3630094704895382
3292.0,4.0,1.013994506178183,0.4994669997655002,1.1497811466337307,1.3049902162426712
3545.0,4.0,-0.07891380278319739,-0.975625854904663,0.9820186175884464,1.2315056453320012
3713.0,4.0,0.9931112921820413,0.42392895480680004,0.7318168996391576,0.7783378472829843
3179.0,4.0,-0.014197700048680045,-0.7908481497431127,0.15254214260352097,0.21677572014892255
4675.0,2.0,-2.551564023109677,-0.01191125521359649,-1.569179839291385,-1.3843466841044134
4174.0,4.0,-0.6741866902186161,-0.24795281375700115,1.0992219344265906,1.3336680433913561
3149.0,3.0,0.6810678100777671,-0.617484748239153,0.4889878095409672,0.34930132177337964
3855.0,3.0,-2.558187976413332,0.7632128856125161,-0.6250520807148334,-0.6289245037620987
3582.0,3.0,-3.2918779620733556,0.47932560007367614,-1.0302173377769928,-1.6318594423862633
3788.0,4.0,0.9716341525397226,1.04515957551071,-0.3769744389187365,0.23623598795265974
3205.0,3.0,-1.05757501818515,0.26473035803842926,0.2749398801982563,-0.2409416296706893
3728.0,4.0,0.6631895541030861,0.5117457140161313,0.8457801916638419,0.2555148053964354
3584.0,4.0,0.8946575938460696,0.925255865173396,-0.7454980546901373,-0.7658034694210837
3011.0,4.0,0.3175744730707471,-1.1655041523581755,0.2749398801982563,0.35388081022595397
3501.0,4.0,-0.04372635105791077,0.11478423463090633,0.65816541772317,0.3946460818752442
3988.0,4.0,1.0783623872928785,0.6582508554971728,-0.07056555420257905,0.23138806500229844
4328.0,3.0,0.5997769888032056,-0.136443011179933,-0.46466783717543364,0.011382352586002195
3774.0,3.0,-0.9224705437422638,0.45449435961861334,-0.5095641607579414,-0.08814886120609126
4715.0,4.0,0.7514546446237544,1.1337906955064487,1.2482459990435453,0.8152609390213237
3168.0,4.0,0.8061179065126879,0.20014817860670858,0.2749398801982563,-0.15726855165963957
3242.0,4.0,0.21790055684771567,-0.3951295828004586,0.3757636737819932,0.2746155249840318
3186.0,2.0,-0.11925155460075157,-1.6179618533875646,-1.1986254940221797,-0.31545917874823404
3824.0,4.0,0.4321789893321141,-0.5560365990807024,0.7750973519641521,0.918753649618832
4770.0,5.0,0.3607797126438566,0.17931089486019253,0.39222096647865423,0.3169577184876188
3655.0,3.0,-0.5297014032309618,-0.02646405481824901,-0.18914490393849454,-0.4799049644298852
4288.0,3.0,0.3840934354704853,-0.11865743802874669,-0.44248621683093825,-0.2965765069532007
3974.0,2.0,-1.4635121016242152,-0.3448825444691294,-3.7552744037239476,-3.9640310646736765
4546.0,5.0,0.9788005567917325,2.156475071084295,1.0992219344265906,0.4169509172835518
3518.0,4.0,-0.586769296623399,0.6006843153662809,0.1880611024614709,0.1421236336609701
4541.0,5.0,0.8910663723200407,0.3152401254261663,1.557156111405144,1.4391543420453232
4397.0,3.0,-0.3494806898148694,-0.10842680575377002,0.1880611024614709,0.1772969419739598
4214.0,4.0,0.15370128887463239,1.1326275143419549,0.24051048675835002,0.5790343858544158
3115.0,4.0,0.9729885717624763,-0.22796890896089325,-0.2919388295049496,0.2020593719660822
4649.0,4.0,0.8489851313869173,-0.7440411304619431,1.0606955576458579,0.9703183716675271
4459.0,5.0,1.0783623872928785,0.38340160399324374,0.9820186175884464,0.8189172409309654
4325.0,3.0,0.8738437502535734,-1.9565177954688353,0.7172404493987258,1.1459781356496797
4524.0,3.0,-1.7848985312574137,-0.2901621020982713,-0.03212713994043155,-0.1397708038664201
4082.0,4.0,0.30052101363519107,0.32812573779272053,0.08012624321895603,0.37209800464443504
3650.0,4.0,0.8545495392121288,1.318665746750909,0.4889878095409672,0.18227320957721085
3636.0,4.0,0.2310708909871806,-1.7456583130613719,0.09840617992976686,1.0502370423442149
3998.0,4.0,0.2950174190102549,-0.08846332267856707,0.20565338805717928,-0.18083163506012626
3350.0,3.0,0.5210834165683252,-2.0555356578428827,-0.27107657458319645,-0.3281441154124026
3335.0,4.0,0.3525357558421958,-0.10300571729424314,-0.6250520807148334,-0.40593278246187015
4636.0,3.0,1.0783623872928785,-0.7642173418618098,-1.0302173377769928,-0.5074738820778246
4758.0,4.0,0.2907716468244383,0.7199348080786324,0.4571015532148457,0.21188189966051374
3087.0,2.0,0.5356528014238688,1.1536094824902239,-1.1698461611092246,-1.5963117784322673
4306.0,3.0,-1.0985738166985404,-0.19717758010589884,0.8035845038635534,0.8479372006926646
