spkitemid,sc1,LOGWORDS,LOGTYPES,%FUNC,%QUESTION,%EXCLAIM,AVG_WLEN,SD_WLEN,AVG_WFREQ,SD_WFREQ,%CC,%CD,%DT,%IN,%JJ,%MD,%NN,%PRP,%RB,%VB,%MISSPELLED,%REPEATED,LM
1151.0,5.0,0.8277420793137978,1.1254361128139752,0.29133433302450273,0.4048889653145541,-0.011912822299354748,-0.10574501911393343,0.35672626981269545,0.2097080849259478,-0.7497016004018685,-0.3970564026221956,-0.16863932153851308,-0.10158884203402015,1.0897839491607988,0.07525794711874892,-0.3632122900003454,-0.7671403395090883,-0.16420880302460125,0.3827116242084152,0.5750029499126387,-0.19636738649472255,-0.18877902786669268,-0.7389826642990729
1186.0,5.0,0.5831561076739258,0.5551065826181145,0.3086141851119717,-0.07738035874171204,1.6466094048704192,-0.3971478580130028,0.19151004659245957,-0.22459714641209536,0.4945900060457403,-0.6288281651248425,0.4463012552177182,-1.234801759987658,-0.6199730048902994,-0.44820579162973,-0.6989902374756987,-1.3174177780282432,1.568134925425847,-0.15848717916427002,1.6694240247714769,0.2646966489466209,0.4594053045051266,-0.07261064162240863
360.0,3.0,-1.6167933094515774,-1.2032540497637911,0.5405982003984219,0.7468407543266322,-0.4986420421093698,-1.0159769930224163,-0.8570887537445961,0.5309775537878165,-0.37091891357440915,-0.18238149575110307,0.374160686749797,0.6383901288345728,0.3662384930978155,-1.0630624139944365,1.5932377349014053,-0.8859572819030894,0.27033763830228014,0.5801834736790212,0.8083966938454096,-0.14488257078143077,-1.563819141921948,-0.4837823021809821
1716.0,3.0,-0.5325633447871371,-0.7410467762035242,1.5990688106862632,-0.66905337205146,-0.4986420421093698,-1.3397812370612194,-1.0946233876375575,0.6951841649234558,-0.2986661859492917,2.403903756914443,-0.4523936634848465,0.6134127753074156,1.4632936979441675,-0.7276827383742468,0.055033951337629325,-0.7069320224573172,0.7335904767335539,2.2561171753391687,-2.023641320283666,1.8028621145841792,0.42234991171342057,-0.3684061379196438
1578.0,4.0,-0.6409313418849882,-0.004804259280745189,0.7934816765214889,0.2924152745768946,-0.4986420421093698,-0.9491103887943687,-1.0601786591394926,-1.3506830676432988,1.236179603344154,1.318422045597525,1.774086165841799,0.8257390320551311,0.1071309986968834,-0.6064872735653162,-0.6778244058674807,0.8906527387614543,-0.10981386165375621,-0.08748832624656648,0.31734204417664486,1.6349053330536216,-1.201853753642607,-1.638972325401384
945.0,4.0,-0.573693976195107,-1.5775461062723821,0.03508763559005689,-0.66905337205146,-0.4986420421093698,-0.5162123640170079,-0.2313528985686398,0.9607961983350545,0.28712275047231706,-1.873616402900218,-1.2397748217652311,-0.06307547435234359,-2.3900848154807615,0.11910836204465586,2.233034435831827,-0.7102820792921568,1.6693592905436043,0.18940720013247903,1.0556499677909268,-0.2747038216232064,3.4879586684114954,1.5860909706605417
1783.0,4.0,0.8514159789776966,0.8385683840018737,0.14047866640194323,-0.66905337205146,-0.4986420421093698,-1.027254873320855,-1.9142505743174332,-1.243476550785774,0.9287033709110198,-0.42045419397745143,0.5792964149348796,-0.569668234917041,0.7192734237070032,-0.0718804738314818,-0.22677459995093607,-1.1568123028021895,1.076883022784538,0.5532530974118579,0.7646663629902601,0.9363874586835238,-0.8142004990982762,-0.8768043903298678
1760.0,6.0,1.2834532785416009,1.1117152118320561,-0.15822849249050486,3.3645725722288224,3.157575876778608,-0.14030870934723205,-0.0989529574820378,-0.6322060905809747,-0.08305837840307569,-0.9339484737341023,0.6759793349957116,0.3030205360251042,-0.45472719768320713,0.5412653433175142,-0.12967936524192517,-0.5583125981918163,-0.6230806016532865,1.3349261730423154,0.07034754063491014,0.08102684997472785,-0.057640942915127814,1.3482608802243818
813.0,4.0,-0.32887329119546727,-0.1468249977434566,-0.5876799561743575,0.180483103775384,-0.4986420421093698,-0.31766071145783165,-1.3167840731580924,-0.8789865439261216,0.9467306476800508,1.2932337344140485,-0.02932319037896405,-0.6193583843327373,1.4034061432834717,-0.0327995859050551,-0.8379897286341803,-0.1901232546232994,-0.9319311455319624,-0.28971849178111514,1.156843691829554,2.0647757417521415,-0.3901737920465011,-1.3599445127863619
1725.0,5.0,0.540869971134766,0.20582375585453572,-1.412118566356398,0.534306963686365,-0.4986420421093698,2.0767451469848917,4.0075666966045365,-1.3134617692462578,2.308805857110113,-0.920435402459944,1.1606556861424278,-0.6984058115489027,0.27679764199134177,0.8908622382084067,-1.1926508173951889,2.4093243694853648,-1.2233637676175775,-0.9152478913627805,-0.05140758689467503,1.1183517532433955,1.2701049955821773,0.18669980161604022
