spkitemid,sc1,WORDS,LOGWORDS,TYPES,LOGTYPES,%FUNC,%QUESTION,%EXCLAIM,AVG_WLEN,SD_WLEN,AVG_WFREQ,SD_WFREQ,%CC,%CD,%DT,%IN,%JJ,%MD,%NN,%PRP,%RB,%VB,%MISSPELLED,%REPEATED,LM,IS_NATIVE
1151.0,5.0,530.0,2.724275869600789,223.0,2.3483048630481607,0.5191489361702127,0.0037735849056603,0.0018867924528301,4.304255319148936,2.281046554023096,7.868172842634897,1.2667509094917566,0.0320754716981132,0.0132075471698113,0.0716981132075471,0.1226415094339622,0.0584905660377358,0.020754716981132,0.1924528301886792,0.0830188679245283,0.0660377358490566,0.1943396226415094,0.0276595744680851,0.0355029585798816,-2.435516403180766,1.0
1186.0,5.0,481.0,2.682145076373832,185.0,2.2671717284030137,0.5198135198135199,0.002079002079002,0.0083160083160083,4.230769230769232,2.247066902585297,7.77810583718441,1.6474736053428194,0.0291060291060291,0.0207900207900207,0.0519750519750519,0.0914760914760914,0.0498960498960499,0.0166320166320166,0.1767151767151767,0.1288981288981289,0.0561330561330561,0.2162162162162162,0.0372960372960372,0.0522388059701492,-2.309814276837363,1.0
360.0,3.0,201.0,2.303196057420489,104.0,2.0170333392987803,0.5287356321839081,0.0049751243781094,0.0,4.074712643678161,2.0314039305171674,7.934798286942601,1.3826491160885004,0.0348258706467661,0.0199004975124378,0.0845771144278607,0.1094527363184079,0.0398009950248756,0.044776119402985,0.1890547263681592,0.0945273631840796,0.0696517412935323,0.199004975124378,0.028735632183908,0.0,-2.3873762846430826,0.0
1716.0,3.0,309.0,2.4899584794248346,121.0,2.0827853703164503,0.5694444444444444,0.0,0.0,3.9930555555555554,1.9825507131589128,7.968851751356545,1.404756677613055,0.0679611650485436,0.0097087378640776,0.0841423948220064,0.1294498381877022,0.0453074433656958,0.0258899676375404,0.1941747572815534,0.1067961165048543,0.1003236245954692,0.1423948220064725,0.0694444444444444,0.0512820512820512,-2.3656121218579456,0.0
1578.0,4.0,296.0,2.4712917110589387,154.0,2.187520720836463,0.5384615384615384,0.0033783783783783,0.0,4.091575091575091,1.989634883498975,7.5445760993712705,1.8743818230271152,0.054054054054054,0.0371621621621621,0.0878378378378378,0.1047297297297297,0.0472972972972973,0.0168918918918918,0.2398648648648649,0.0844594594594594,0.0574324324324324,0.1891891891891892,0.0659340659340659,0.0093457943925233,-2.6052873572991864,0.0
945.0,4.0,304.0,2.482873583608754,92.0,1.963787827345556,0.5092936802973977,0.0,0.0,4.200743494423792,2.1600976255828708,8.023934855898698,1.5839937165181728,0.0131578947368421,0.0,0.0723684210526315,0.0592105263157894,0.0592105263157894,0.0526315789473684,0.194078947368421,0.131578947368421,0.0625,0.2039473684210526,0.0260223048327137,0.1304347826086956,-1.9969225098695795,0.0
1783.0,4.0,535.0,2.7283537820212285,203.0,2.307496037913213,0.5133470225872689,0.0,0.0,4.0718685831622174,1.813979821212056,7.56680878100024,1.7803016415684614,0.0317757009345794,0.022429906542056,0.0635514018691588,0.1158878504672897,0.0560747663551401,0.022429906542056,0.1813084112149532,0.1158878504672897,0.0691588785046729,0.1981308411214953,0.0513347022587269,0.0193548387096774,-2.4615146195356488,0.0
1760.0,6.0,635.0,2.8027737252919755,222.0,2.3463529744506397,0.5018587360594795,0.0141732283464566,0.0141732283464566,4.295539033457249,2.187328025605457,7.693575156117041,1.4707273755669583,0.0251968503937007,0.0236220472440944,0.0787401574803149,0.0944881889763779,0.0661417322834645,0.0236220472440944,0.1984251968503937,0.0708661417322834,0.0834645669291338,0.184251968503937,0.0334572490706319,0.0388888888888888,-2.041785960102956,1.0
813.0,4.0,335.0,2.525044807036845,147.0,2.167317334748176,0.4853420195439739,0.0029850746268656,0.0,4.250814332247557,1.936859421407815,7.642397378755177,1.7858175458587373,0.053731343283582,0.0149253731343283,0.0626865671641791,0.1283582089552238,0.0567164179104477,0.0149253731343283,0.2089552238805969,0.0626865671641791,0.053731343283582,0.2059701492537313,0.0749185667752443,0.0303030303030303,-2.55265251045527,0.0
1725.0,5.0,473.0,2.674861140737812,165.0,2.2174839442139063,0.4536340852130326,0.0042283298097251,0.0,4.854636591478696,3.1350428289918857,7.552295119644805,2.2025791337365295,0.0253699788583509,0.0295983086680761,0.0613107822410148,0.1078224101479915,0.0718816067653276,0.0105708245243128,0.2832980972515856,0.054968287526427,0.0422832980972515,0.1818181818181818,0.0551378446115288,0.073170731707317,-2.2608988467339306,1.0
1706.0,3.0,226.0,2.3541084391474008,103.0,2.012837224705172,0.4541062801932367,0.0,0.0044247787610619,4.5265700483091775,2.472656128953186,8.274017642728099,0.9768063382498112,0.0176991150442477,0.0088495575221238,0.0884955752212389,0.1283185840707964,0.0486725663716814,0.0442477876106194,0.2433628318584071,0.0707964601769911,0.0486725663716814,0.1858407079646017,0.0,0.0769230769230769,-2.208397445635258,0.0
303.0,5.0,512.0,2.7092699609758317,199.0,2.2988530764097077,0.4931506849315068,0.0,0.0078125,4.2990867579908665,2.3063440572215743,7.8173155069878675,1.462269880479434,0.041015625,0.015625,0.078125,0.083984375,0.07421875,0.009765625,0.197265625,0.083984375,0.068359375,0.18359375,0.0228310502283105,0.047945205479452,-2.2325084787743,1.0
138.0,4.0,443.0,2.6464037262230686,189.0,2.2764618041732443,0.482587064676617,0.0,0.0,4.58457711442786,2.2101216610157857,7.636173311437982,1.6475556008241563,0.0316027088036117,0.0045146726862302,0.0744920993227991,0.1354401805869074,0.0654627539503386,0.0225733634311512,0.2347629796839729,0.0835214446952596,0.0519187358916478,0.1715575620767494,0.0398009950248756,0.0344827586206896,-2.416177346005089,0.0
833.0,5.0,572.0,2.7573960287930244,189.0,2.2764618041732443,0.512241054613936,0.0034965034965034,0.0034965034965034,4.3145009416195865,2.2850032421977224,7.698946208785071,1.3549433140247191,0.0367132867132867,0.0017482517482517,0.0926573426573426,0.1258741258741259,0.0506993006993006,0.0297202797202797,0.1975524475524475,0.0961538461538461,0.0699300699300699,0.1905594405594404,0.0150659133709981,0.0592105263157894,-2.27982725030741,1.0
1066.0,5.0,505.0,2.7032913781186614,236.0,2.3729120029701067,0.5076586433260394,0.0019801980198019,0.0,4.37199124726477,2.4029346973359065,7.543801546128839,1.975095378464857,0.0138613861386138,0.0158415841584158,0.095049504950495,0.1108910891089108,0.0673267326732673,0.0198019801980198,0.2039603960396039,0.0752475247524752,0.0574257425742574,0.196039603960396,0.0481400437636761,0.0111731843575419,-2.418207841887981,1.0
275.0,6.0,442.0,2.645422269349092,175.0,2.2430380486862944,0.4326424870466321,0.002262443438914,0.0,4.753886010362693,2.2828597480996087,7.906090873915473,1.3998142619089209,0.0452488687782805,0.0135746606334841,0.0678733031674208,0.0972850678733031,0.0769230769230769,0.0180995475113122,0.2601809954751131,0.0475113122171945,0.0723981900452488,0.1538461538461538,0.0129533678756476,0.053030303030303,-2.196533047093216,1.0
1529.0,4.0,361.0,2.5575072019056577,169.0,2.2278867046136734,0.4801223241590214,0.0,0.0055401662049861,4.746177370030581,2.473055237367735,7.725772158826609,1.585431748068299,0.0470914127423822,0.0055401662049861,0.0637119113573407,0.110803324099723,0.0526315789473684,0.0083102493074792,0.2271468144044321,0.077562326869806,0.0554016620498614,0.2271468144044321,0.0275229357798165,0.032520325203252,-2.6197369578537137,0.0
525.0,5.0,398.0,2.599883072073688,162.0,2.2095150145426308,0.5263157894736842,0.0025125628140703,0.0025125628140703,4.149122807017544,2.21860470405876,8.044307327175979,1.00095307590502,0.0402010050251256,0.007537688442211,0.0527638190954773,0.0854271356783919,0.0678391959798995,0.0351758793969849,0.1884422110552764,0.1206030150753768,0.0527638190954773,0.1582914572864321,0.0087719298245614,0.032258064516129,-2.0812615154742087,1.0
1614.0,5.0,414.0,2.617000341120899,159.0,2.201397124320452,0.5179063360881543,0.0072463768115942,0.0,4.360881542699724,2.1136604872564932,7.6421941953566845,1.8762273404199432,0.0507246376811594,0.0,0.0410628019323671,0.0917874396135265,0.0483091787439613,0.0096618357487922,0.1884057971014492,0.1207729468599033,0.0772946859903381,0.2028985507246377,0.0550964187327823,0.0526315789473684,-2.5837285875986,1.0
361.0,5.0,592.0,2.77232170672292,208.0,2.3180633349627606,0.4822429906542056,0.0,0.0,4.401869158878505,2.260840192363,7.698756208285331,1.4866114776620831,0.0337837837837837,0.0050675675675675,0.0827702702702702,0.0844594594594594,0.0574324324324324,0.0371621621621621,0.2263513513513513,0.0912162162162162,0.0557432432432432,0.1655405405405405,0.0355140186915887,0.0666666666666666,-2.2270938407617864,1.0
383.0,6.0,544.0,2.73559889969818,201.0,2.303196057420489,0.5189873417721519,0.0036764705882352,0.0,4.417721518987341,2.436229335248453,7.7680331961836275,1.594333501407177,0.0330882352941176,0.0147058823529411,0.0625,0.1066176470588235,0.0459558823529411,0.0202205882352941,0.181985294117647,0.1286764705882352,0.0386029411764705,0.2113970588235294,0.0210970464135021,0.0466666666666666,-2.102680120315624,1.0
705.0,4.0,502.0,2.7007037171450192,167.0,2.222716471147584,0.5672645739910314,0.0119521912350597,0.0019920318725099,4.20627802690583,2.096881317343428,7.624211309808728,1.90791081952944,0.0298804780876494,0.0119521912350597,0.0677290836653386,0.1334661354581673,0.0557768924302788,0.0099601593625498,0.1792828685258964,0.1055776892430278,0.0816733067729083,0.1713147410358565,0.0582959641255605,0.0598290598290598,-2.2287602921573453,0.0
948.0,4.0,481.0,2.682145076373832,188.0,2.2741578492636805,0.5023255813953489,0.002079002079002,0.0,4.348837209302325,2.3085656568752464,7.951726591650322,1.0239425296938347,0.0457380457380457,0.0207900207900207,0.081081081081081,0.081081081081081,0.0665280665280665,0.0187110187110187,0.237006237006237,0.0769230769230769,0.0415800415800415,0.1787941787941788,0.027906976744186,0.0425531914893617,-2.2592841918898547,0.0
785.0,4.0,489.0,2.6893088591236203,138.0,2.1398790864012365,0.5077262693156733,0.0,0.0,4.4657836644591615,2.36079066281626,7.988746978380901,1.5602876864893958,0.0286298568507157,0.0040899795501022,0.0777096114519427,0.1104294478527607,0.0899795501022494,0.0184049079754601,0.2351738241308793,0.0920245398773006,0.0184049079754601,0.196319018404908,0.0309050772626931,0.1428571428571428,-2.113120091042288,0.0
512.0,4.0,311.0,2.492760389026837,124.0,2.093421685162235,0.5288135593220339,0.0,0.0,3.942372881355932,1.679407017002163,7.7110356918639615,1.8275442079227056,0.0385852090032154,0.0192926045016077,0.0321543408360128,0.0964630225080385,0.0482315112540192,0.0289389067524115,0.2122186495176848,0.1479099678456591,0.0739549839228295,0.202572347266881,0.0542372881355932,0.0449438202247191,-2.515421242030872,0.0
191.0,4.0,272.0,2.4345689040341987,116.0,2.0644579892269186,0.5141700404858299,0.0,0.0,4.526315789473684,2.2546209385150244,7.949614140199617,1.4815072215422036,0.0625,0.0,0.0404411764705882,0.0955882352941176,0.0477941176470588,0.0404411764705882,0.1764705882352941,0.125,0.0955882352941176,0.1911764705882352,0.0242914979757085,0.0121951219512195,-2.2167681660194587,0.0
718.0,5.0,529.0,2.7234556720351857,214.0,2.330413773349191,0.4839400428265525,0.0075614366729678,0.0189035916824196,4.3961456102783725,2.3421073720893064,7.576860087264336,1.6210260275851205,0.0359168241965973,0.0170132325141776,0.0756143667296786,0.109640831758034,0.0604914933837429,0.0264650283553875,0.219281663516068,0.0850661625708884,0.054820415879017,0.1720226843100189,0.0342612419700214,0.023391812865497,-2.318581418258073,1.0
112.0,5.0,452.0,2.6551384348113816,202.0,2.305351369446624,0.493734335839599,0.0,0.0066371681415929,4.265664160401003,2.289695560964051,7.660588355074264,1.5221190123424049,0.0398230088495575,0.0132743362831858,0.0575221238938053,0.0929203539823008,0.0641592920353982,0.0199115044247787,0.2212389380530973,0.0951327433628318,0.0464601769911504,0.1946902654867257,0.0275689223057644,0.019108280254777,-2.3334405561933127,1.0
102.0,4.0,361.0,2.5575072019056577,127.0,2.103803720955957,0.5484848484848485,0.0,0.0,4.290909090909091,2.0991143350793298,8.000136116488335,1.2882881237693695,0.0221606648199446,0.0083102493074792,0.1024930747922437,0.1218836565096952,0.0526315789473684,0.0415512465373961,0.2022160664819944,0.0637119113573407,0.0554016620498614,0.1939058171745152,0.0121212121212121,0.0297029702970297,-1.9518496414452515,0.0
165.0,4.0,428.0,2.631443769013172,192.0,2.2833012287035497,0.446927374301676,0.0,0.0,4.550279329608939,2.213843552270638,7.318710696620313,2.05753077335815,0.0327102803738317,0.02803738317757,0.0654205607476635,0.0794392523364486,0.0630841121495327,0.0233644859813084,0.2172897196261682,0.0934579439252336,0.0537383177570093,0.1915887850467289,0.0949720670391061,0.0192307692307692,-2.4948677151014933,0.0
1111.0,6.0,602.0,2.7795964912578244,217.0,2.3364597338485296,0.5234657039711191,0.0033222591362126,0.0,4.288808664259928,2.3277445327183184,7.815928800508653,1.53545043306163,0.048172757475083,0.0,0.0614617940199335,0.1079734219269103,0.0548172757475083,0.0116279069767441,0.2059800664451827,0.0880398671096345,0.106312292358804,0.1843853820598006,0.0162454873646209,0.0613496932515337,-2.2055419209719487,1.0
788.0,4.0,388.0,2.588831725594208,148.0,2.1702617153949566,0.5431754874651811,0.0,0.0,4.080779944289693,2.111552902272727,7.865327612360486,1.6730566093770929,0.0489690721649484,0.0051546391752577,0.056701030927835,0.1262886597938144,0.0360824742268041,0.0335051546391752,0.2242268041237112,0.1030927835051546,0.0644329896907216,0.1649484536082474,0.0278551532033426,0.0392156862745098,-2.3027720861398606,0.0
