spkitemid,sc1,%FUNC,%MISSPELLED,AVG_WLEN,LOGTYPES,LOGWORDS
1151.0,5.0,-0.29133433302450273,0.19636738649472255,-0.10574501911393343,1.1254361128139752,0.8277420793137978
1186.0,5.0,-0.3086141851119717,-0.2646966489466209,-0.3971478580130028,0.5551065826181145,0.5831561076739258
360.0,3.0,-0.5405982003984219,0.14488257078143077,-1.0159769930224163,-1.2032540497637911,-1.6167933094515774
1716.0,3.0,-1.5990688106862632,-1.8028621145841792,-1.3397812370612194,-0.7410467762035242,-0.5325633447871371
1578.0,4.0,-0.7934816765214889,-1.6349053330536216,-0.9491103887943687,-0.004804259280745189,-0.6409313418849882
945.0,4.0,-0.03508763559005689,0.2747038216232064,-0.5162123640170079,-1.5775461062723821,-0.573693976195107
1783.0,4.0,-0.14047866640194323,-0.9363874586835238,-1.027254873320855,0.8385683840018737,0.8514159789776966
1760.0,6.0,0.15822849249050486,-0.08102684997472785,-0.14030870934723205,1.1117152118320561,1.2834532785416009
813.0,4.0,0.5876799561743575,-2.0647757417521415,-0.31766071145783165,-0.1468249977434566,-0.32887329119546727
1725.0,5.0,1.412118566356398,-1.1183517532433955,2.0767451469848917,0.20582375585453572,0.540869971134766
1706.0,3.0,1.3998410155972967,1.5197611722159765,0.7758251479037477,-1.2327508524608348,-1.3212267321479936
303.0,5.0,0.38464669729718887,0.4273918724460618,-0.12624050918142382,0.7778122429338059,0.7406268255941987
138.0,4.0,0.6593115906495679,-0.3845482936515754,1.0058472393756712,0.6204116466057595,0.37566338834026985
833.0,5.0,-0.11172237186304879,0.7989208659271296,-0.06511687384092688,0.6204116466057595,1.0200177450783072
1066.0,5.0,0.007424992138818695,-0.7835365460734959,0.16285604788569064,1.2984132646586413,0.70591877988347
275.0,6.0,1.9579215138829815,0.899997243071909,1.677227278973799,0.3854576435633826,0.3699656417573585
1529.0,4.0,0.7233973562367314,0.20290497047499725,1.6466593207879894,0.27895049349987094,-0.1404162083208579
525.0,5.0,-0.47767982356397304,1.1000613886201673,-0.720909813395149,0.14980575611299282,0.10559253220532466
1614.0,5.0,-0.25902546439963353,-1.116369699956046,0.11880145849379731,0.0927406305407293,0.2049650709367911
361.0,5.0,0.6682578659217407,-0.17943458716443628,0.2813343674777067,0.9128517404636729,1.1066672277785639
383.0,6.0,-0.2871327139735737,0.5103566293906128,0.3441955544155216,0.8083414506411359,0.8934767618619966
705.0,4.0,-1.5423899571150597,-1.2694544299767996,-0.49426564576318405,0.24260607223950023,0.6908963811808535
948.0,4.0,0.1460900379366066,0.1845302327762875,0.07104067788844036,0.6042158774306736,0.5831561076739258
785.0,4.0,0.00566664748211269,0.04108378895127341,0.5347819081441617,-0.33970357143040864,0.62474470903339
512.0,4.0,-0.5426243854151237,-1.0752639304238742,-1.5407590747773148,-0.6662782556040974,-0.5162971477857865
191.0,4.0,-0.16187797060645712,0.35751561764296613,0.7748169060975553,-0.8698800413328698,-0.8541218078015556
718.0,5.0,0.6241327797596063,-0.11949451360577085,0.2586381218694572,0.999669780385998,0.8229805070016148
112.0,5.0,0.3694711788141235,0.20070470948629052,-0.25877497979773345,0.8234923270452994,0.4263718375155561
102.0,4.0,-1.0540979531541057,0.9398123803381317,-0.15866835308689672,-0.5932972026396405,-0.1404162083208579
165.0,4.0,1.5864998857114083,-3.02425100995541,0.8698422881726431,0.6684897320419969,0.2888149008180284
1111.0,6.0,-0.4035746956136542,0.742483233643234,-0.16699741647781605,1.0421701697306462,1.1489002385447087
788.0,4.0,-0.916049155199523,0.18700977026828192,-0.9919176280237104,-0.12612732300993623,0.04143508085966693
1661.0,5.0,-1.4041250824614646,-0.2797480769182659,-0.6981306865701937,0.7158223907062364,0.6707262592870661
812.0,4.0,-0.3490198093960979,0.29294642016668965,0.1451311195967462,-0.545594742590473,-0.8448694972717442
1684.0,4.0,1.0732581654051594,-3.2648163607762504,0.6704638791562044,-0.024692898543904655,-0.2040697044806067
429.0,5.0,-0.6601431163838716,0.906353796191333,-0.24463189556026596,0.36796249350911003,0.34704501308348473
93.0,5.0,0.9742066635886429,0.4261434503891845,1.905407415130712,1.5467529874274872,1.102404755436322
1310.0,4.0,-0.6962556430878096,-1.1383374572241467,-0.3208898767866344,-0.2097735233434935,-0.5001352219944433
1384.0,5.0,0.9464239252742545,-0.9438424355577962,0.4609094266804828,0.6204116466057595,0.34704501308348473
766.0,4.0,-1.3990831050349715,0.5666580779944175,-0.632909584832389,-0.6909981909057066,-0.8173145586303164
668.0,5.0,1.287204419328742,0.4350962403033848,1.364661219589728,0.5879337304115704,0.44858565337199796
627.0,4.0,-0.29733819693965685,1.3343124306271335,0.8702716129121257,-1.5118899127968028,-0.7900575170519079
398.0,5.0,0.11166329375576853,-0.22643500770819372,0.9454379136513,1.1390956225347606,0.5140763949602183
680.0,5.0,0.0702838388354046,0.21578825966044418,-0.6305580311587157,0.47146038228455106,0.8795343201199483
928.0,5.0,1.0783118134570246,0.8223008904386868,1.4045859025074612,0.3148673234111743,0.08651613509593592
365.0,4.0,1.76422227081876,0.5275676745908648,0.7526959879440909,0.999669780385998,0.6707262592870661
395.0,3.0,-0.3383740161715366,-0.7722520172413745,-1.6921636350069678,-1.2032540497637911,-1.8123371466190128
524.0,4.0,-0.7615655318076988,-1.0252268772479727,-1.2700583665191403,-0.12612732300993623,0.3699656417573585
1038.0,6.0,0.3241028193878398,1.1736796146758548,0.17926870894221086,1.1931305787966677,1.169754383823634
1375.0,5.0,-1.2969027709186167,0.7603044209473726,-0.736763901388506,0.5551065826181145,0.7700009651137089
1007.0,5.0,0.27838354447427754,0.726737271720028,1.229127321731722,0.5385596839550818,0.23523256277127472
849.0,3.0,0.7318306402042902,-1.3799827871732515,0.7505732735758265,-1.0043905783954203,-1.423684469187423
228.0,4.0,0.20655752451064383,-0.9611308819281387,0.5382833783638263,-0.7663821525574288,-0.3439706524143279
194.0,5.0,0.3583144460680502,0.8681650101353258,0.28472311808895684,1.2593565017373023,1.1066672277785639
301.0,5.0,0.36705764319481554,0.33838400357592324,-0.002677560064242022,0.22427030943686171,0.1743297998536602
1686.0,2.0,-1.2890763248205994,-2.7143782375116556,-0.8911376125059658,-2.5003779682278626,-2.754570313732911
350.0,4.0,-0.26253302855082206,0.4099364867280885,-0.862557392920345,-0.36190654441915304,0.39832647837269947
471.0,4.0,0.8065810451299218,0.9676945337937984,0.7162186678920276,-0.8436747703073016,-0.6838838592367776
207.0,4.0,0.9766225538768492,1.1863411350736648,0.3457696176278883,-0.4068028731009393,-0.4601779389423124
851.0,5.0,-0.406949670729294,0.6596124022398479,-0.15380778308840556,0.9710038859262103,0.70591877988347
749.0,5.0,-0.8243198897691759,1.0982124908950788,-0.43880420018071503,0.8083414506411359,0.8795343201199483
1506.0,4.0,0.05712637952882953,0.053223997352462624,-0.2791086840074361,-0.10556902761441497,-0.7012718715337498
1781.0,5.0,-0.3460368438449195,0.4493858851931093,-1.1791760144821137,0.5879337304115704,0.7504562797204201
1402.0,4.0,0.6065732049234972,0.5996501081790113,0.15190960681687168,-0.4754101497735088,-0.7100110545986957
1239.0,6.0,-1.0617848767984046,-0.03619900111482745,-1.0220913139169383,1.0139024184230652,1.0938581310152304
1411.0,5.0,-1.0400666849951656,0.6770762838220437,-0.7845563105837752,1.1390956225347606,1.0375875150648564
1287.0,5.0,0.7408250428702775,0.3400023284644706,0.2956506782791846,0.5385596839550818,0.14955071303163286
809.0,4.0,1.2685709858884306,-1.714882793750599,0.810091168725619,0.6204116466057595,0.11823041224997514
547.0,4.0,-0.49999191100118984,0.7396670092281161,0.6920150477636562,-0.5220201441357434,0.2110477078796241
1366.0,4.0,0.4269051450770455,1.2494460573576631,-0.5169202805041405,-0.23104814135182664,0.02840532684744258
239.0,5.0,0.20655752451064383,0.768818510087156,0.4037319268845887,-0.295776262064662,0.5726508766840385
209.0,3.0,0.6103000590888337,0.9254037147014145,-0.7211258652107607,-1.5775461062723821,-1.9950146447795656
1084.0,4.0,1.2709267326267157,-0.8585376014936058,-0.1295759940608285,0.22427030943686171,0.03492862101667441
