spkitemid,sc1,%FUNC,%MISSPELLED,AVG_WLEN,LOGTYPES,LOGWORDS
1151.0,5.0,0.5191489361702127,0.0276595744680851,4.304255319148936,2.3483048630481607,2.724275869600789
1186.0,5.0,0.5198135198135199,0.0372960372960372,4.230769230769232,2.2671717284030137,2.682145076373832
360.0,3.0,0.5287356321839081,0.028735632183908,4.074712643678161,2.0170333392987803,2.303196057420489
1716.0,3.0,0.5694444444444444,0.0694444444444444,3.9930555555555554,2.0827853703164503,2.4899584794248346
1578.0,4.0,0.5384615384615384,0.0659340659340659,4.091575091575091,2.187520720836463,2.4712917110589387
945.0,4.0,0.5092936802973977,0.0260223048327137,4.200743494423792,1.963787827345556,2.482873583608754
1783.0,4.0,0.5133470225872689,0.0513347022587269,4.0718685831622174,2.307496037913213,2.7283537820212285
1760.0,6.0,0.5018587360594795,0.0334572490706319,4.295539033457249,2.3463529744506397,2.8027737252919755
813.0,4.0,0.4853420195439739,0.0749185667752443,4.250814332247557,2.167317334748176,2.525044807036845
1725.0,5.0,0.4536340852130326,0.0551378446115288,4.854636591478696,2.2174839442139063,2.674861140737812
1706.0,3.0,0.4541062801932367,0.0,4.5265700483091775,2.012837224705172,2.3541084391474008
303.0,5.0,0.4931506849315068,0.0228310502283105,4.2990867579908665,2.2988530764097077,2.7092699609758317
138.0,4.0,0.482587064676617,0.0398009950248756,4.58457711442786,2.2764618041732443,2.6464037262230686
833.0,5.0,0.512241054613936,0.0150659133709981,4.3145009416195865,2.2764618041732443,2.7573960287930244
1066.0,5.0,0.5076586433260394,0.0481400437636761,4.37199124726477,2.3729120029701067,2.7032913781186614
275.0,6.0,0.4326424870466321,0.0129533678756476,4.753886010362693,2.2430380486862944,2.645422269349092
1529.0,4.0,0.4801223241590214,0.0275229357798165,4.746177370030581,2.2278867046136734,2.5575072019056577
525.0,5.0,0.5263157894736842,0.0087719298245614,4.149122807017544,2.2095150145426308,2.599883072073688
1614.0,5.0,0.5179063360881543,0.0550964187327823,4.360881542699724,2.201397124320452,2.617000341120899
361.0,5.0,0.4822429906542056,0.0355140186915887,4.401869158878505,2.3180633349627606,2.77232170672292
383.0,6.0,0.5189873417721519,0.0210970464135021,4.417721518987341,2.303196057420489,2.73559889969818
705.0,4.0,0.5672645739910314,0.0582959641255605,4.20627802690583,2.222716471147584,2.7007037171450192
948.0,4.0,0.5023255813953489,0.027906976744186,4.348837209302325,2.2741578492636805,2.682145076373832
785.0,4.0,0.5077262693156733,0.0309050772626931,4.4657836644591615,2.1398790864012365,2.6893088591236203
512.0,4.0,0.5288135593220339,0.0542372881355932,3.942372881355932,2.093421685162235,2.492760389026837
191.0,4.0,0.5141700404858299,0.0242914979757085,4.526315789473684,2.0644579892269186,2.4345689040341987
718.0,5.0,0.4839400428265525,0.0342612419700214,4.3961456102783725,2.330413773349191,2.7234556720351857
112.0,5.0,0.493734335839599,0.0275689223057644,4.265664160401003,2.305351369446624,2.6551384348113816
102.0,4.0,0.5484848484848485,0.0121212121212121,4.290909090909091,2.103803720955957,2.5575072019056577
165.0,4.0,0.446927374301676,0.0949720670391061,4.550279329608939,2.2833012287035497,2.631443769013172
1111.0,6.0,0.5234657039711191,0.0162454873646209,4.288808664259928,2.3364597338485296,2.7795964912578244
788.0,4.0,0.5431754874651811,0.0278551532033426,4.080779944289693,2.1702617153949566,2.588831725594208
1661.0,5.0,0.5619469026548672,0.0376106194690265,4.154867256637168,2.2900346113625183,2.6972293427597176
812.0,4.0,0.5213675213675214,0.0256410256410256,4.367521367521366,2.110589710299249,2.436162647040756
1684.0,4.0,0.4666666666666667,0.1,4.5,2.184691430817599,2.546542663478131
429.0,5.0,0.5333333333333333,0.0128205128205128,4.269230769230768,2.2405492482826,2.6414741105041
93.0,5.0,0.4704761904761905,0.0228571428571428,4.811428571428571,2.4082399653118496,2.7715874808812555
1310.0,4.0,0.5347222222222222,0.0555555555555555,4.25,2.1583624920952498,2.4955443375464483
1384.0,5.0,0.4715447154471545,0.051490514905149,4.4471544715447155,2.2764618041732443,2.6414741105041
766.0,4.0,0.5617529880478087,0.0199203187250996,4.171314741035856,2.089905111439398,2.4409090820652177
668.0,5.0,0.4584382871536524,0.0226700251889168,4.675062972292191,2.271841606536499,2.658964842664435
627.0,4.0,0.5193798449612403,0.003875968992248,4.550387596899225,1.9731278535996983,2.4456042032735974
398.0,5.0,0.5036496350364964,0.0364963503649635,4.569343065693431,2.3502480183341627,2.670245853074124
680.0,5.0,0.5052410901467506,0.0272536687631027,4.171907756813417,2.255272505103306,2.733197265106569
928.0,5.0,0.466472303206997,0.0145772594752186,4.685131195335277,2.2329961103921536,2.59659709562646
365.0,4.0,0.4400921658986175,0.02073732718894,4.52073732718894,2.330413773349191,2.6972293427597176
395.0,3.0,0.5209580838323353,0.0479041916167664,3.904191616766467,2.0170333392987803,2.2695129442179165
524.0,4.0,0.5372340425531915,0.0531914893617021,4.01063829787234,2.1702617153949566,2.645422269349092
1038.0,6.0,0.4954792043399638,0.0072332730560578,4.376130198915009,2.357934847000454,2.783188691075257
1375.0,5.0,0.5578231292517006,0.0158730158730158,4.145124716553288,2.2671717284030137,2.714329759745233
1007.0,5.0,0.4972375690607735,0.0165745856353591,4.640883977900551,2.2648178230095364,2.6222140229662947
849.0,3.0,0.4797979797979798,0.0606060606060606,4.52020202020202,2.0453229787866576,2.3364597338485296
228.0,4.0,0.5,0.0518518518518518,4.466666666666667,2.0791812460476247,2.5224442335063197
194.0,5.0,0.4941634241245136,0.0136186770428015,4.4027237354085615,2.36735592102602,2.77232170672292
301.0,5.0,0.4938271604938271,0.0246913580246913,4.330246913580247,2.220108088040055,2.611723308007342
1686.0,2.0,0.5575221238938053,0.0884955752212389,4.106194690265487,1.8325089127062364,2.1072099696478683
350.0,4.0,0.5180412371134021,0.0231958762886598,4.1134020618556715,2.1367205671564067,2.6503075231319366
471.0,4.0,0.476923076923077,0.0115384615384615,4.5115384615384615,2.0681858617461617,2.4638929889859083
207.0,4.0,0.4703832752613241,0.0069686411149825,4.418118466898955,2.130333768495006,2.502427119984433
851.0,5.0,0.5235955056179775,0.0179775280898876,4.2921348314606735,2.3263358609287508,2.7032913781186614
749.0,5.0,0.539647577092511,0.0088105726872246,4.220264317180617,2.303196057420489,2.733197265106569
1506.0,4.0,0.5057471264367817,0.0306513409961685,4.2605363984674325,2.173186268412274,2.460897842756548
1781.0,5.0,0.5212527964205816,0.0223713646532438,4.033557046979865,2.271841606536499,2.7109631189952763
1402.0,4.0,0.4846153846153846,0.0192307692307692,4.369230769230769,2.12057393120585,2.459392487759231
1239.0,6.0,0.5487804878048781,0.032520325203252,4.073170731707316,2.3324384599156054,2.770115294787101
1411.0,5.0,0.547945205479452,0.0176125244618395,4.1330724070450096,2.3502480183341627,2.7604224834232123
1287.0,5.0,0.4794520547945205,0.0246575342465753,4.405479452054794,2.2648178230095364,2.6074550232146687
809.0,4.0,0.4591549295774648,0.0676056338028169,4.535211267605634,2.2764618041732443,2.6020599913279625
547.0,4.0,0.5271739130434783,0.0163043478260869,4.505434782608695,2.113943352306837,2.6180480967120925
1366.0,4.0,0.4915254237288136,0.0056497175141242,4.2005649717514135,2.155336037465062,2.5865873046717547
239.0,5.0,0.5,0.0156950672645739,4.432735426008969,2.146128035678238,2.6803355134145628
209.0,3.0,0.484472049689441,0.0124223602484472,4.149068322981367,1.963787827345556,2.2380461031287955
1084.0,4.0,0.4590643274853801,0.0497076023391812,4.298245614035086,2.220108088040055,2.5877109650189114
866.0,3.0,0.5384615384615384,0.0361990950226244,4.3710407239819,2.071882007306125,2.4199557484897585
1395.0,5.0,0.4730878186968839,0.0679886685552408,4.402266288951841,2.247973266361807,2.625312450961674
666.0,4.0,0.4547677261613692,0.0635696821515892,4.4474327628361845,2.2278867046136734,2.651278013998144
73.0,4.0,0.5373961218836565,0.0221606648199446,4.1689750692520775,2.2095150145426308,2.6344772701607315
717.0,4.0,0.4865900383141762,0.0114942528735632,4.540229885057472,2.089905111439398,2.4785664955938445
1047.0,5.0,0.4429223744292237,0.0182648401826484,4.757990867579909,2.3443922736851106,2.7151673578484576
599.0,4.0,0.4950980392156863,0.0441176470588235,4.485294117647058,2.3138672203691533,2.6503075231319366
1221.0,4.0,0.4712871287128713,0.0396039603960396,4.40990099009901,2.3384564936046046,2.7315887651867388
1035.0,4.0,0.4619047619047619,0.0238095238095238,4.852380952380952,2.127104798364808,2.392696953259666
1187.0,5.0,0.463768115942029,0.0202898550724637,4.785507246376811,2.206825876031849,2.59659709562646
574.0,4.0,0.5793650793650794,0.0238095238095238,4.079365079365079,2.0681858617461617,2.474216264076256
491.0,4.0,0.5193370165745856,0.0469613259668508,3.911602209944751,2.1492191126553797,2.5843312243675305
1295.0,2.0,0.4805194805194805,0.0259740259740259,4.571428571428571,1.740362689494244,1.9395192526186185
1612.0,4.0,0.4052863436123348,0.0440528634361233,4.594713656387666,2.1172712956557644,2.4548448600085098
77.0,5.0,0.4622823984526112,0.0328820116054158,4.493230174081239,2.315970345456918,2.7803173121401508
110.0,3.0,0.4743589743589744,0.0128205128205128,4.217948717948718,2.0681858617461617,2.4199557484897585
9.0,4.0,0.5056433408577878,0.0203160270880361,4.198645598194132,2.3117538610557538,2.7032913781186614
1361.0,5.0,0.4977272727272728,0.025,4.670454545454546,2.3636119798921444,2.725094521081469
181.0,5.0,0.4626168224299066,0.0186915887850467,4.80607476635514,2.307496037913213,2.7067177823367587
669.0,4.0,0.5789473684210527,0.0091533180778032,4.100686498855835,2.1789769472931693,2.70586371228392
1534.0,4.0,0.5034802784222738,0.0510440835266821,3.9002320185614847,2.220108088040055,2.6794278966121188
1148.0,5.0,0.5400516795865633,0.0568475452196382,4.20671834625323,2.222716471147584,2.6464037262230686
1296.0,5.0,0.5208791208791209,0.0241758241758241,4.30989010989011,2.3483048630481607,2.6857417386022635
265.0,5.0,0.5329815303430079,0.0131926121372031,4.261213720316623,2.315970345456918,2.6665179805548807
1541.0,4.0,0.5,0.0283687943262411,4.351063829787234,2.103803720955957,2.515873843711679
628.0,6.0,0.4697508896797153,0.0177935943060498,4.601423487544484,2.1522883443830563,2.5078558716958312
1773.0,4.0,0.503125,0.053125,4.2,2.214843848047698,2.562292864456474
430.0,4.0,0.5272727272727272,0.0181818181818181,4.0181818181818185,2.3344537511509307,2.8068580295188172
18.0,4.0,0.5444743935309974,0.013477088948787,4.140161725067386,2.214843848047698,2.6190933306267428
