spkitemid,sc1,LOGWORDS,LOGTYPES,%FUNC,AVG_WLEN,%MISSPELLED
1151.0,5.0,2.724275869600789,2.3483048630481607,0.5191489361702127,4.304255319148936,0.0276595744680851
1186.0,5.0,2.682145076373832,2.2671717284030137,0.5198135198135199,4.230769230769232,0.0372960372960372
360.0,3.0,2.303196057420489,2.0170333392987803,0.5287356321839081,4.074712643678161,0.028735632183908
1716.0,3.0,2.4899584794248346,2.0827853703164503,0.5694444444444444,3.9930555555555554,0.0694444444444444
1578.0,4.0,2.4712917110589387,2.187520720836463,0.5384615384615384,4.091575091575091,0.0659340659340659
945.0,4.0,2.482873583608754,1.963787827345556,0.5092936802973977,4.200743494423792,0.0260223048327137
1783.0,4.0,2.7283537820212285,2.307496037913213,0.5133470225872689,4.0718685831622174,0.0513347022587269
1760.0,6.0,2.8027737252919755,2.3463529744506397,0.5018587360594795,4.295539033457249,0.0334572490706319
813.0,4.0,2.525044807036845,2.167317334748176,0.4853420195439739,4.250814332247557,0.0749185667752443
1725.0,5.0,2.674861140737812,2.2174839442139063,0.4536340852130326,4.854636591478696,0.0551378446115288
1706.0,3.0,2.3541084391474008,2.012837224705172,0.4541062801932367,4.5265700483091775,0.0
303.0,5.0,2.7092699609758317,2.2988530764097077,0.4931506849315068,4.2990867579908665,0.0228310502283105
138.0,4.0,2.6464037262230686,2.2764618041732443,0.482587064676617,4.58457711442786,0.0398009950248756
833.0,5.0,2.7573960287930244,2.2764618041732443,0.512241054613936,4.3145009416195865,0.0150659133709981
1066.0,5.0,2.7032913781186614,2.3729120029701067,0.5076586433260394,4.37199124726477,0.0481400437636761
275.0,6.0,2.645422269349092,2.2430380486862944,0.4326424870466321,4.753886010362693,0.0129533678756476
1529.0,4.0,2.5575072019056577,2.2278867046136734,0.4801223241590214,4.746177370030581,0.0275229357798165
525.0,5.0,2.599883072073688,2.2095150145426308,0.5263157894736842,4.149122807017544,0.0087719298245614
1614.0,5.0,2.617000341120899,2.201397124320452,0.5179063360881543,4.360881542699724,0.0550964187327823
361.0,5.0,2.77232170672292,2.3180633349627606,0.4822429906542056,4.401869158878505,0.0355140186915887
383.0,6.0,2.73559889969818,2.303196057420489,0.5189873417721519,4.417721518987341,0.0210970464135021
705.0,4.0,2.7007037171450192,2.222716471147584,0.5672645739910314,4.20627802690583,0.0582959641255605
948.0,4.0,2.682145076373832,2.2741578492636805,0.5023255813953489,4.348837209302325,0.027906976744186
785.0,4.0,2.6893088591236203,2.1398790864012365,0.5077262693156733,4.4657836644591615,0.0309050772626931
512.0,4.0,2.492760389026837,2.093421685162235,0.5288135593220339,3.942372881355932,0.0542372881355932
191.0,4.0,2.4345689040341987,2.0644579892269186,0.5141700404858299,4.526315789473684,0.0242914979757085
718.0,5.0,2.7234556720351857,2.330413773349191,0.4839400428265525,4.3961456102783725,0.0342612419700214
112.0,5.0,2.6551384348113816,2.305351369446624,0.493734335839599,4.265664160401003,0.0275689223057644
102.0,4.0,2.5575072019056577,2.103803720955957,0.5484848484848485,4.290909090909091,0.0121212121212121
165.0,4.0,2.631443769013172,2.2833012287035497,0.446927374301676,4.550279329608939,0.0949720670391061
1111.0,6.0,2.7795964912578244,2.3364597338485296,0.5234657039711191,4.288808664259928,0.0162454873646209
788.0,4.0,2.588831725594208,2.1702617153949566,0.5431754874651811,4.080779944289693,0.0278551532033426
1661.0,5.0,2.6972293427597176,2.2900346113625183,0.5619469026548672,4.154867256637168,0.0376106194690265
812.0,4.0,2.436162647040756,2.110589710299249,0.5213675213675214,4.367521367521366,0.0256410256410256
1684.0,4.0,2.546542663478131,2.184691430817599,0.4666666666666667,4.5,0.1
429.0,5.0,2.6414741105041,2.2405492482826,0.5333333333333333,4.269230769230768,0.0128205128205128
93.0,5.0,2.7715874808812555,2.4082399653118496,0.4704761904761905,4.811428571428571,0.0228571428571428
1310.0,4.0,2.4955443375464483,2.1583624920952498,0.5347222222222222,4.25,0.0555555555555555
1384.0,5.0,2.6414741105041,2.2764618041732443,0.4715447154471545,4.4471544715447155,0.051490514905149
766.0,4.0,2.4409090820652177,2.089905111439398,0.5617529880478087,4.171314741035856,0.0199203187250996
668.0,5.0,2.658964842664435,2.271841606536499,0.4584382871536524,4.675062972292191,0.0226700251889168
627.0,4.0,2.4456042032735974,1.9731278535996983,0.5193798449612403,4.550387596899225,0.003875968992248
398.0,5.0,2.670245853074124,2.3502480183341627,0.5036496350364964,4.569343065693431,0.0364963503649635
680.0,5.0,2.733197265106569,2.255272505103306,0.5052410901467506,4.171907756813417,0.0272536687631027
928.0,5.0,2.59659709562646,2.2329961103921536,0.466472303206997,4.685131195335277,0.0145772594752186
365.0,4.0,2.6972293427597176,2.330413773349191,0.4400921658986175,4.52073732718894,0.02073732718894
395.0,3.0,2.2695129442179165,2.0170333392987803,0.5209580838323353,3.904191616766467,0.0479041916167664
524.0,4.0,2.645422269349092,2.1702617153949566,0.5372340425531915,4.01063829787234,0.0531914893617021
1038.0,6.0,2.783188691075257,2.357934847000454,0.4954792043399638,4.376130198915009,0.0072332730560578
1375.0,5.0,2.714329759745233,2.2671717284030137,0.5578231292517006,4.145124716553288,0.0158730158730158
1007.0,5.0,2.6222140229662947,2.2648178230095364,0.4972375690607735,4.640883977900551,0.0165745856353591
849.0,3.0,2.3364597338485296,2.0453229787866576,0.4797979797979798,4.52020202020202,0.0606060606060606
228.0,4.0,2.5224442335063197,2.0791812460476247,0.5,4.466666666666667,0.0518518518518518
194.0,5.0,2.77232170672292,2.36735592102602,0.4941634241245136,4.4027237354085615,0.0136186770428015
301.0,5.0,2.611723308007342,2.220108088040055,0.4938271604938271,4.330246913580247,0.0246913580246913
1686.0,2.0,2.1072099696478683,1.8325089127062364,0.5575221238938053,4.106194690265487,0.0884955752212389
350.0,4.0,2.6503075231319366,2.1367205671564067,0.5180412371134021,4.1134020618556715,0.0231958762886598
471.0,4.0,2.4638929889859083,2.0681858617461617,0.476923076923077,4.5115384615384615,0.0115384615384615
207.0,4.0,2.502427119984433,2.130333768495006,0.4703832752613241,4.418118466898955,0.0069686411149825
851.0,5.0,2.7032913781186614,2.3263358609287508,0.5235955056179775,4.2921348314606735,0.0179775280898876
749.0,5.0,2.733197265106569,2.303196057420489,0.539647577092511,4.220264317180617,0.0088105726872246
1506.0,4.0,2.460897842756548,2.173186268412274,0.5057471264367817,4.2605363984674325,0.0306513409961685
1781.0,5.0,2.7109631189952763,2.271841606536499,0.5212527964205816,4.033557046979865,0.0223713646532438
1402.0,4.0,2.459392487759231,2.12057393120585,0.4846153846153846,4.369230769230769,0.0192307692307692
1239.0,6.0,2.770115294787101,2.3324384599156054,0.5487804878048781,4.073170731707316,0.032520325203252
1411.0,5.0,2.7604224834232123,2.3502480183341627,0.547945205479452,4.1330724070450096,0.0176125244618395
1287.0,5.0,2.6074550232146687,2.2648178230095364,0.4794520547945205,4.405479452054794,0.0246575342465753
809.0,4.0,2.6020599913279625,2.2764618041732443,0.4591549295774648,4.535211267605634,0.0676056338028169
547.0,4.0,2.6180480967120925,2.113943352306837,0.5271739130434783,4.505434782608695,0.0163043478260869
1366.0,4.0,2.5865873046717547,2.155336037465062,0.4915254237288136,4.2005649717514135,0.0056497175141242
239.0,5.0,2.6803355134145628,2.146128035678238,0.5,4.432735426008969,0.0156950672645739
209.0,3.0,2.2380461031287955,1.963787827345556,0.484472049689441,4.149068322981367,0.0124223602484472
1084.0,4.0,2.5877109650189114,2.220108088040055,0.4590643274853801,4.298245614035086,0.0497076023391812
866.0,3.0,2.4199557484897585,2.071882007306125,0.5384615384615384,4.3710407239819,0.0361990950226244
1395.0,5.0,2.625312450961674,2.247973266361807,0.4730878186968839,4.402266288951841,0.0679886685552408
666.0,4.0,2.651278013998144,2.2278867046136734,0.4547677261613692,4.4474327628361845,0.0635696821515892
73.0,4.0,2.6344772701607315,2.2095150145426308,0.5373961218836565,4.1689750692520775,0.0221606648199446
717.0,4.0,2.4785664955938445,2.089905111439398,0.4865900383141762,4.540229885057472,0.0114942528735632
1047.0,5.0,2.7151673578484576,2.3443922736851106,0.4429223744292237,4.757990867579909,0.0182648401826484
599.0,4.0,2.6503075231319366,2.3138672203691533,0.4950980392156863,4.485294117647058,0.0441176470588235
1221.0,4.0,2.7315887651867388,2.3384564936046046,0.4712871287128713,4.40990099009901,0.0396039603960396
1035.0,4.0,2.392696953259666,2.127104798364808,0.4619047619047619,4.852380952380952,0.0238095238095238
1187.0,5.0,2.59659709562646,2.206825876031849,0.463768115942029,4.785507246376811,0.0202898550724637
574.0,4.0,2.474216264076256,2.0681858617461617,0.5793650793650794,4.079365079365079,0.0238095238095238
491.0,4.0,2.5843312243675305,2.1492191126553797,0.5193370165745856,3.911602209944751,0.0469613259668508
1295.0,2.0,1.9395192526186185,1.740362689494244,0.4805194805194805,4.571428571428571,0.0259740259740259
1612.0,4.0,2.4548448600085098,2.1172712956557644,0.4052863436123348,4.594713656387666,0.0440528634361233
77.0,5.0,2.7803173121401508,2.315970345456918,0.4622823984526112,4.493230174081239,0.0328820116054158
110.0,3.0,2.4199557484897585,2.0681858617461617,0.4743589743589744,4.217948717948718,0.0128205128205128
9.0,4.0,2.7032913781186614,2.3117538610557538,0.5056433408577878,4.198645598194132,0.0203160270880361
1361.0,5.0,2.725094521081469,2.3636119798921444,0.4977272727272728,4.670454545454546,0.025
181.0,5.0,2.7067177823367587,2.307496037913213,0.4626168224299066,4.80607476635514,0.0186915887850467
669.0,4.0,2.70586371228392,2.1789769472931693,0.5789473684210527,4.100686498855835,0.0091533180778032
1534.0,4.0,2.6794278966121188,2.220108088040055,0.5034802784222738,3.9002320185614847,0.0510440835266821
1148.0,5.0,2.6464037262230686,2.222716471147584,0.5400516795865633,4.20671834625323,0.0568475452196382
1296.0,5.0,2.6857417386022635,2.3483048630481607,0.5208791208791209,4.30989010989011,0.0241758241758241
265.0,5.0,2.6665179805548807,2.315970345456918,0.5329815303430079,4.261213720316623,0.0131926121372031
1541.0,4.0,2.515873843711679,2.103803720955957,0.5,4.351063829787234,0.0283687943262411
628.0,6.0,2.5078558716958312,2.1522883443830563,0.4697508896797153,4.601423487544484,0.0177935943060498
1773.0,4.0,2.562292864456474,2.214843848047698,0.503125,4.2,0.053125
430.0,4.0,2.8068580295188172,2.3344537511509307,0.5272727272727272,4.0181818181818185,0.0181818181818181
18.0,4.0,2.6190933306267428,2.214843848047698,0.5444743935309974,4.140161725067386,0.013477088948787
1209.0,4.0,2.5538830266438746,2.1958996524092336,0.4726688102893889,4.546623794212219,0.022508038585209
976.0,4.0,2.556302500767288,2.1643528557844367,0.4940476190476191,4.238095238095238,0.0357142857142857
188.0,5.0,2.6414741105041,2.230448921378274,0.5172413793103449,4.226600985221675,0.0147783251231527
925.0,4.0,2.428134794028789,2.093421685162235,0.5299145299145299,4.1196581196581175,0.0341880341880341
566.0,4.0,2.4578818967339924,2.089905111439398,0.4789272030651341,4.601532567049809,0.0459770114942528
1262.0,4.0,2.645422269349092,2.1643528557844367,0.5597014925373134,4.057213930348259,0.0149253731343283
306.0,4.0,2.7007037171450192,2.281033367247728,0.5188470066518847,4.314855875831485,0.0288248337028824
638.0,4.0,2.521138083704036,2.206825876031849,0.4965986394557823,4.302721088435374,0.0544217687074829
1037.0,4.0,2.406540180433955,2.0211892990699383,0.5308056872037915,4.033175355450237,0.0331753554502369
753.0,4.0,2.4842998393467863,2.0492180226701806,0.5236363636363637,4.458181818181818,0.0145454545454545
1635.0,5.0,2.4955443375464483,2.2430380486862944,0.4421052631578947,4.4561403508771935,0.0596491228070175
920.0,4.0,2.6857417386022635,2.222716471147584,0.5,4.4497607655502405,0.0167464114832535
1228.0,4.0,2.431363764158988,2.008600171761917,0.5476190476190477,4.01984126984127,0.0277777777777777
1512.0,4.0,2.514547752660286,2.173186268412274,0.4644194756554307,4.48314606741573,0.0374531835205992
1264.0,4.0,2.6127838567197355,2.2648178230095364,0.479108635097493,4.540389972144847,0.0250696378830083
